People,Ancestry,"Subsaharan African",780,"(+/- 750 )"
People,Ancestry,Swedish,13392,"(+/- 2987 )"
People,Ancestry,Swiss,3124,"(+/- 2017 )"
People,Ancestry,Ukrainian,789,"(+/- 520 )"
People,Ancestry,Welsh,6429,"(+/- 1898 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",408,"(+/- 274 )"
People,"Veteran Status","Civilian population 18 years and over",444574,"(+/- 1388 )"
People,"Veteran Status","Civilian veterans",40910,"(+/- 2989 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",570046,"(+/- 829 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",79305,"(+/- 4619 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",131050,"(+/- 999 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",5629,"(+/- 1464 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",337195,"(+/- 1798 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",38191,"(+/- 3559 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",101801,"(+/- 1309 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",35485,"(+/- 2202 )"
People,"Residence 1 Year Ago","Population 1 year and over",573476,"(+/- 1211 )"
People,"Residence 1 Year Ago","Same house",481018,"(+/- 7250 )"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)",92458,"(+/- 7020 )"
People,"Residence 1 Year Ago","Different house in the U.S.",90409,"(+/- 7054 )"
People,"Residence 1 Year Ago","Same county",49207,"(+/- 5920 )"
People,"Residence 1 Year Ago","Different county",41202,"(+/- 4732 )"
People,"Residence 1 Year Ago","Same state",13921,"(+/- 2401 )"
People,"Residence 1 Year Ago","Different state",27281,"(+/- 4320 )"
People,"Residence 1 Year Ago",Abroad,2049,"(+/- 1147 )"
Workers,"Employment Status","Population 16 years and over",461622,"(+/- 1722 )"
Workers,"Employment Status","In labor force",301303,"(+/- 4728 )"
Workers,"Employment Status","Civilian labor force",298603,"(+/- 4678 )"
Workers,"Employment Status",Employed,287432,"(+/- 5096 )"
Workers,"Employment Status",Unemployed,11171,"(+/- 2331 )"
Workers,"Employment Status","Armed Forces",2700,"(+/- 826 )"
Workers,"Employment Status","Not in labor force",160319,"(+/- 4889 )"
Workers,"Employment Status","Civilian labor force",298603,"(+/- 4678 )"
Workers,"Employment Status","Unemployment Rate",3.7,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",283628,"(+/- 5406 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",215257,"(+/- 5916 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",26167,"(+/- 3494 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",2252,"(+/- 829 )"
Workers,"Commuting to Work",Walked,9520,"(+/- 1500 )"
Workers,"Commuting to Work","Other means",5050,"(+/- 1411 )"
Workers,"Commuting to Work","Worked from home",25382,"(+/- 2983 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",18.3,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",287432,"(+/- 5096 )"
Workers,Occupation,"Management, business, science, and arts occupations",107143,"(+/- 6225 )"
Workers,Occupation,"Service occupations",48166,"(+/- 3788 )"
Workers,Occupation,"Sales and office occupations",52406,"(+/- 4198 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",40547,"(+/- 3626 )"
Workers,Occupation,"Production, transportation, and material moving occupations",39170,"(+/- 3794 )"
Workers,Industry,"Civilian employed population 16 years and over",287432,"(+/- 5096 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",25074,"(+/- 2869 )"
Workers,Industry,Construction,24173,"(+/- 3065 )"
Workers,Industry,Manufacturing,13118,"(+/- 1853 )"
Workers,Industry,"Wholesale trade",4744,"(+/- 1333 )"
Workers,Industry,"Retail trade",34000,"(+/- 3373 )"
Workers,Industry,"Transportation and warehousing, and utilities",18209,"(+/- 2339 )"
Workers,Industry,Information,4641,"(+/- 1361 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",11541,"(+/- 1772 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22679,"(+/- 2916 )"
Workers,Industry,"Educational services, and health care and social assistance",69780,"(+/- 4739 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25043,"(+/- 2575 )"
Workers,Industry,"Other services, except public administration",14510,"(+/- 2580 )"
Workers,Industry,"Public administration",19920,"(+/- 2422 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",287432,"(+/- 5096 )"
Workers,"Class of Worker","Private wage and salary workers",205970,"(+/- 5979 )"
Workers,"Class of Worker","Government workers",60789,"(+/- 4241 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",19724,"(+/- 2146 )"
Workers,"Class of Worker","Unpaid family workers",949,"(+/- 511 )"
Housing,"Housing Occupancy","Total housing units",274373,"(+/- 94 )"
Housing,"Housing Occupancy","Occupied housing units",242763,"(+/- 2909 )"
Housing,"Housing Occupancy","Vacant housing units",31610,"(+/- 2929 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.7,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.9,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",242763,"(+/- 2909 )"
Housing,"Housing Tenure",Owner-occupied,173247,"(+/- 4358 )"
Housing,"Housing Tenure",Renter-occupied,69516,"(+/- 3680 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.45,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.02,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",242763,"(+/- 2909 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",76673,"(+/- 3163 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",50676,"(+/- 3717 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",30800,"(+/- 2987 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",41199,"(+/- 2704 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",22584,"(+/- 2462 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",20831,"(+/- 1996 )"
Housing,Value,"Owner-occupied units",173247,"(+/- 4358 )"
Housing,Value,"Less than $50,000",11037,"(+/- 1388 )"
Housing,Value,"$50,000 to $99,999",5421,"(+/- 1206 )"
Housing,Value,"$100,000 to $149,999",15692,"(+/- 2137 )"
Housing,Value,"$150,000 to $199,999",24427,"(+/- 2784 )"
Housing,Value,"$200,000 to $299,999",45699,"(+/- 3046 )"
Housing,Value,"$300,000 to $499,999",46433,"(+/- 3019 )"
Housing,Value,"$500,000 to $999,999",17257,"(+/- 2121 )"
Housing,Value,"$1,000,000 or more",7281,"(+/- 1434 )"
Housing,Value,"Median (dollars)",266400,"(+/- 7331 )"
Housing,"Mortgage Status","Owner-occupied units",173247,"(+/- 4358 )"
Housing,"Mortgage Status","Housing units with a mortgage",100761,"(+/- 4145 )"
Housing,"Mortgage Status","Housing units without a mortgage",72486,"(+/- 3585 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",100761,"(+/- 4145 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1833,"(+/- 540 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",13862,"(+/- 1872 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",35392,"(+/- 2573 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",29924,"(+/- 2585 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",11270,"(+/- 1856 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3691,"(+/- 1092 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",4789,"(+/- 1419 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1490,"(+/- 30 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",72486,"(+/- 3585 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",8695,"(+/- 1536 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",19199,"(+/- 2198 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25616,"(+/- 2407 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",10615,"(+/- 1605 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3490,"(+/- 821 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4871,"(+/- 1101 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",456,"(+/- 15 )"
Housing,"Gross Rent","Occupied units paying rent",64871,"(+/- 3547 )"
Housing,"Gross Rent","Less than $500",7847,"(+/- 1502 )"
Housing,"Gross Rent","$500 to $999",32807,"(+/- 3037 )"
Housing,"Gross Rent","$1,000 to $1,499",17514,"(+/- 2660 )"
Housing,"Gross Rent","$1,500 to $1,999",4176,"(+/- 1199 )"
Housing,"Gross Rent","$2,000 to $2,499",1205,"(+/- 715 )"
Housing,"Gross Rent","$2,500 to $2,999",195,"(+/- 247 )"
Housing,"Gross Rent","$3,000 or more",1127,"(+/- 776 )"
Housing,"Gross Rent","Median (dollars)",889,"(+/- 38 )"
Housing,"Gross Rent","No rent paid",4645,"(+/- 1224 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",242763,"(+/- 2909 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",14659,"(+/- 2085 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",9085,"(+/- 1381 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",19759,"(+/- 2435 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",21700,"(+/- 2622 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",26956,"(+/- 2320 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",44555,"(+/- 3703 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",35300,"(+/- 3431 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",39700,"(+/- 3376 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",16870,"(+/- 2050 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",14179,"(+/- 1907 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",65204,"(+/- 2744 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",86911,"(+/- 4017 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",570046,"(+/- 829 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",500738,"(+/- 6419 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",409354,"(+/- 7684 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",171582,"(+/- 6577 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",69308,"(+/- 6453 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",139940,"(+/- 2109 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",15903,"(+/- 3114 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.8,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.7,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",11.4,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.2,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.6,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",24.2,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.9,"(+/- 7.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",49.9,"(+/- 20.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",13.4,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.1,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.4,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.5,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.7,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.7,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.3,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",22.8,"(+/- 2.5 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",140986,"(+/- 4086 )"
Education,"School Enrollment","Nursery school, preschool",7899,"(+/- 1447 )"
Education,"School Enrollment",Kindergarten,7194,"(+/- 1485 )"
Education,"School Enrollment","Elementary school (grades 1-8)",61861,"(+/- 2740 )"
Education,"School Enrollment","High school (grades 9-12)",32249,"(+/- 2268 )"
Education,"School Enrollment","College or graduate school",31783,"(+/- 3040 )"
Education,"Educational Attainment","Population 25 years and over",395348,"(+/- 2451 )"
Education,"Educational Attainment","Less than 9th grade",7224,"(+/- 1434 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",18132,"(+/- 2429 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",107814,"(+/- 5734 )"
Education,"Educational Attainment","Some college, no degree",97615,"(+/- 5174 )"
Education,"Educational Attainment","Associate's degree",48945,"(+/- 4286 )"
Education,"Educational Attainment","Bachelor's degree",73255,"(+/- 4981 )"
Education,"Educational Attainment","Graduate or professional degree",42363,"(+/- 3988 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.6,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",29.2,"(+/- 1.7 )"


"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District (At Large) Estimate","District (At Large) Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",206266,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",172,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",15318,G
Business,"Paid employees for pay period including March 12",Utilities,2642,J
Business,"Paid employees for pay period including March 12",Construction,18822,G
Business,"Paid employees for pay period including March 12",Manufacturing,10468,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7501,G
Business,"Paid employees for pay period including March 12","Retail trade",29895,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9840,G
Business,"Paid employees for pay period including March 12",Information,3816,G
Business,"Paid employees for pay period including March 12","Finance and insurance",7031,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4621,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",10800,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",802,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",7270,G
Business,"Paid employees for pay period including March 12","Educational services",2045,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",33216,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5265,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",28422,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8183,G
Business,"Paid employees for pay period including March 12","Industries not classified",137,J
Business,"Annual payroll ($1,000)","Total for all sectors",10107417,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",8133,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1276218,G
Business,"Annual payroll ($1,000)",Utilities,252204,J
Business,"Annual payroll ($1,000)",Construction,1087199,G
Business,"Annual payroll ($1,000)",Manufacturing,765714,G
Business,"Annual payroll ($1,000)","Wholesale trade",455788,G
Business,"Annual payroll ($1,000)","Retail trade",956609,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",535543,G
Business,"Annual payroll ($1,000)",Information,206553,G
Business,"Annual payroll ($1,000)","Finance and insurance",488780,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",232304,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",688465,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",53258,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",280514,G
Business,"Annual payroll ($1,000)","Educational services",68434,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1784676,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",114653,G
Business,"Annual payroll ($1,000)","Accommodation and food services",567153,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",279950,G
Business,"Annual payroll ($1,000)","Industries not classified",5269,G
Business,"Total Establishments","Total for all sectors",21770,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",82,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",621,X
Business,"Total Establishments",Utilities,153,X
Business,"Total Establishments",Construction,2774,X
Business,"Total Establishments",Manufacturing,596,X
Business,"Total Establishments","Wholesale trade",814,X
Business,"Total Establishments","Retail trade",2550,X
Business,"Total Establishments","Transportation and warehousing",957,X
Business,"Total Establishments",Information,444,X
Business,"Total Establishments","Finance and insurance",1119,X
Business,"Total Establishments","Real estate and rental and leasing",1254,X
Business,"Total Establishments","Professional, scientific, and technical services",2718,X
Business,"Total Establishments","Management of companies and enterprises",86,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1113,X
Business,"Total Establishments","Educational services",223,X
Business,"Total Establishments","Health care and social assistance",2033,X
Business,"Total Establishments","Arts, entertainment, and recreation",481,X
Business,"Total Establishments","Accommodation and food services",1769,X
Business,"Total Establishments","Other services (except public administration)",1878,X
Business,"Total Establishments","Industries not classified",105,X


"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
