Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,Race,"One race",539802,"(+/- 18339 )",652832,"(+/- 8108 )",758521,"(+/- 17221 )",641223,"(+/- 16647 )"
People,Race,White,219388,"(+/- 10704 )",501863,"(+/- 6452 )",480493,"(+/- 14879 )",358266,"(+/- 13645 )"
People,Race,"Black or African American",83266,"(+/- 7810 )",14516,"(+/- 1547 )",68617,"(+/- 8747 )",121718,"(+/- 10035 )"
People,Race,"American Indian and Alaska Native",14442,"(+/- 4175 )",11688,"(+/- 1845 )",9149,"(+/- 2832 )",9382,"(+/- 2401 )"
People,Race,Asian,63858,"(+/- 5631 )",33208,"(+/- 2472 )",129529,"(+/- 8093 )",43256,"(+/- 5670 )"
People,Race,"Native Hawaiian and Other Pacific Islander",3893,"(+/- 1548 )",3694,"(+/- 461 )",10278,"(+/- 2755 )",5160,"(+/- 2030 )"
People,Race,"Some other race",154955,"(+/- 11997 )",87863,"(+/- 8211 )",60455,"(+/- 8498 )",103441,"(+/- 11075 )"
People,Race,"Two or more races",146497,"(+/- 11249 )",113574,"(+/- 7752 )",124611,"(+/- 10000 )",166931,"(+/- 11444 )"
People,"Hispanic or Latino and Race","Total population",686299,"(+/- 19652 )",766406,"(+/- 3645 )",883132,"(+/- 17995 )",808154,"(+/- 17090 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",323285,"(+/- 13590 )",184574,"(+/- 1950 )",170595,"(+/- 10909 )",262305,"(+/- 12420 )"
People,"Hispanic or Latino and Race",Mexican,231777,"(+/- 12264 )",148231,"(+/- 4982 )",115514,"(+/- 9615 )",197675,"(+/- 12725 )"
People,"Hispanic or Latino and Race","Puerto Rican",8553,"(+/- 2785 )",3366,"(+/- 1229 )",8096,"(+/- 2159 )",10374,"(+/- 3432 )"
People,"Hispanic or Latino and Race",Cuban,17059,"(+/- 3996 )",1332,"(+/- 1165 )",8628,"(+/- 2714 )",4130,"(+/- 1918 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",65896,"(+/- 7641 )",31645,"(+/- 5082 )",38357,"(+/- 6202 )",50126,"(+/- 6900 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",363014,"(+/- 13723 )",581832,"(+/- 2957 )",712537,"(+/- 15767 )",545849,"(+/- 14272 )"
People,"Place of Birth","Total population",686299,"(+/- 19652 )",766406,"(+/- 3645 )",883132,"(+/- 17995 )",808154,"(+/- 17090 )"
People,"Place of Birth",Native,483361,"(+/- 16201 )",679748,"(+/- 7139 )",721226,"(+/- 17509 )",679964,"(+/- 17839 )"
People,"Place of Birth","Born in United States",469808,"(+/- 15678 )",669109,"(+/- 6723 )",701752,"(+/- 17372 )",665235,"(+/- 17649 )"
People,"Place of Birth","State of residence",169464,"(+/- 9090 )",257508,"(+/- 7998 )",204087,"(+/- 12755 )",228191,"(+/- 10879 )"
People,"Place of Birth","Different state",300344,"(+/- 12747 )",411601,"(+/- 10197 )",497665,"(+/- 14577 )",437044,"(+/- 14773 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",13553,"(+/- 2816 )",10639,"(+/- 1843 )",19474,"(+/- 3099 )",14729,"(+/- 2541 )"
People,"Place of Birth","Foreign born",202938,"(+/- 9491 )",86658,"(+/- 5382 )",161906,"(+/- 9389 )",128190,"(+/- 7913 )"
People,Ancestry,"Total population",686299,"(+/- 19652 )",766406,"(+/- 3645 )",883132,"(+/- 17995 )",808154,"(+/- 17090 )"
People,Ancestry,American,14508,"(+/- 3072 )",32001,"(+/- 5466 )",24990,"(+/- 3957 )",25005,"(+/- 4483 )"
People,Ancestry,Arab,5241,"(+/- 1798 )",2286,"(+/- 1423 )",8410,"(+/- 3689 )",3302,"(+/- 1331 )"
People,Ancestry,Czech,649,"(+/- 386 )",2500,"(+/- 899 )",1221,"(+/- 596 )",1569,"(+/- 808 )"
People,Ancestry,Danish,1972,"(+/- 852 )",5353,"(+/- 1309 )",4976,"(+/- 2332 )",5285,"(+/- 2248 )"
People,Ancestry,Dutch,2589,"(+/- 833 )",7877,"(+/- 1890 )",4810,"(+/- 1236 )",5970,"(+/- 2363 )"
People,Ancestry,English,35135,"(+/- 3596 )",95339,"(+/- 6380 )",78292,"(+/- 7985 )",64847,"(+/- 6124 )"
People,Ancestry,"French (except Basque)",7158,"(+/- 1802 )",16956,"(+/- 2674 )",13288,"(+/- 2303 )",10511,"(+/- 2288 )"
People,Ancestry,"French Canadian",1157,"(+/- 486 )",2805,"(+/- 827 )",3278,"(+/- 1108 )",1978,"(+/- 1147 )"
People,Ancestry,German,39029,"(+/- 3783 )",95917,"(+/- 6437 )",90260,"(+/- 8343 )",68259,"(+/- 6503 )"
People,Ancestry,Greek,2268,"(+/- 862 )",2882,"(+/- 1034 )",2531,"(+/- 1051 )",2290,"(+/- 1123 )"
People,Ancestry,Hungarian,1945,"(+/- 1659 )",2111,"(+/- 810 )",3524,"(+/- 902 )",2186,"(+/- 1291 )"
People,Ancestry,Irish,29125,"(+/- 3225 )",86244,"(+/- 6433 )",74904,"(+/- 6914 )",48951,"(+/- 5009 )"
People,Ancestry,Italian,22112,"(+/- 3453 )",41986,"(+/- 5373 )",50428,"(+/- 6006 )",33483,"(+/- 4351 )"
People,Ancestry,Lithuanian,668,"(+/- 374 )",1215,"(+/- 606 )",1673,"(+/- 796 )",471,"(+/- 397 )"
People,Ancestry,Norwegian,4130,"(+/- 1162 )",14439,"(+/- 2450 )",9375,"(+/- 2306 )",8182,"(+/- 1726 )"
People,Ancestry,Polish,6411,"(+/- 1496 )",13859,"(+/- 2874 )",18579,"(+/- 3772 )",9728,"(+/- 1798 )"
People,Ancestry,Portuguese,2559,"(+/- 1202 )",4723,"(+/- 1185 )",3713,"(+/- 1457 )",3900,"(+/- 1195 )"
People,Ancestry,Russian,3020,"(+/- 881 )",4439,"(+/- 1683 )",8746,"(+/- 2575 )",3633,"(+/- 1105 )"
People,Ancestry,Scotch-Irish,1731,"(+/- 733 )",5832,"(+/- 1594 )",4688,"(+/- 1143 )",2591,"(+/- 933 )"
People,Ancestry,Scottish,4121,"(+/- 1567 )",18003,"(+/- 3141 )",9242,"(+/- 1659 )",12064,"(+/- 2641 )"
People,Ancestry,Slovak,327,"(+/- 244 )",583,"(+/- 374 )",1232,"(+/- 723 )",834,"(+/- 541 )"
People,Ancestry,"Subsaharan African",13290,"(+/- 3913 )",3461,"(+/- 1383 )",14435,"(+/- 3852 )",11876,"(+/- 3266 )"
People,Ancestry,Swedish,3389,"(+/- 1068 )",8413,"(+/- 1676 )",6812,"(+/- 1508 )",7759,"(+/- 2104 )"
People,Ancestry,Swiss,1265,"(+/- 908 )",3288,"(+/- 2068 )",2034,"(+/- 803 )",2678,"(+/- 2003 )"
People,Ancestry,Ukrainian,1117,"(+/- 657 )",1293,"(+/- 581 )",1504,"(+/- 753 )",2137,"(+/- 1732 )"
People,Ancestry,Welsh,1517,"(+/- 653 )",5804,"(+/- 1662 )",1975,"(+/- 568 )",2905,"(+/- 1838 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",2709,"(+/- 1428 )",906,"(+/- 743 )",3698,"(+/- 1866 )",3727,"(+/- 2024 )"
People,"Veteran Status","Civilian population 18 years and over",538470,"(+/- 14245 )",602300,"(+/- 2955 )",684574,"(+/- 12382 )",607992,"(+/- 12968 )"
People,"Veteran Status","Civilian veterans",33299,"(+/- 2694 )",50481,"(+/- 2788 )",52672,"(+/- 3875 )",56888,"(+/- 4025 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",682029,"(+/- 19616 )",756608,"(+/- 4477 )",879841,"(+/- 17812 )",787282,"(+/- 17088 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",101206,"(+/- 6257 )",102776,"(+/- 6457 )",98580,"(+/- 6938 )",103390,"(+/- 5341 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",146992,"(+/- 8326 )",161269,"(+/- 1706 )",196318,"(+/- 10132 )",192203,"(+/- 9608 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",6502,"(+/- 1530 )",7002,"(+/- 1459 )",8952,"(+/- 2028 )",7102,"(+/- 1569 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",432932,"(+/- 12941 )",455845,"(+/- 3343 )",539584,"(+/- 11391 )",465097,"(+/- 12244 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",54571,"(+/- 4306 )",49447,"(+/- 4971 )",45279,"(+/- 4399 )",53442,"(+/- 3819 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",102105,"(+/- 4112 )",139494,"(+/- 2005 )",143939,"(+/- 4230 )",129982,"(+/- 5135 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",40133,"(+/- 2917 )",46327,"(+/- 3041 )",44349,"(+/- 3491 )",42846,"(+/- 3718 )"
People,"Residence 1 Year Ago","Population 1 year and over",678570,"(+/- 19614 )",760712,"(+/- 3865 )",870564,"(+/- 17465 )",801876,"(+/- 16865 )"
People,"Residence 1 Year Ago","Same house",574158,"(+/- 20585 )",653440,"(+/- 9393 )",736186,"(+/- 18974 )",697833,"(+/- 18878 )"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)",104412,"(+/- 11374 )",107272,"(+/- 8350 )",134378,"(+/- 13472 )",104043,"(+/- 9245 )"
People,"Residence 1 Year Ago","Different house in the U.S.",101485,"(+/- 11305 )",104256,"(+/- 8204 )",132889,"(+/- 13354 )",99589,"(+/- 9498 )"
People,"Residence 1 Year Ago","Same county",68131,"(+/- 8797 )",61598,"(+/- 7109 )",88760,"(+/- 9497 )",64350,"(+/- 7700 )"
People,"Residence 1 Year Ago","Different county",33354,"(+/- 6384 )",42658,"(+/- 4693 )",44129,"(+/- 7774 )",35239,"(+/- 5228 )"
People,"Residence 1 Year Ago","Same state",1304,"(+/- 875 )",16693,"(+/- 2867 )",777,"(+/- 549 )",3958,"(+/- 1838 )"
People,"Residence 1 Year Ago","Different state",32050,"(+/- 6218 )",25965,"(+/- 4099 )",43352,"(+/- 7721 )",31281,"(+/- 4819 )"
People,"Residence 1 Year Ago",Abroad,2927,"(+/- 1164 )",3016,"(+/- 1514 )",1489,"(+/- 849 )",4454,"(+/- 2178 )"
Workers,"Employment Status","Population 16 years and over",553682,"(+/- 14756 )",623597,"(+/- 3564 )",707888,"(+/- 13094 )",641161,"(+/- 13297 )"
Workers,"Employment Status","In labor force",339436,"(+/- 11154 )",395848,"(+/- 7127 )",468800,"(+/- 12794 )",386520,"(+/- 12160 )"
Workers,"Employment Status","Civilian labor force",338903,"(+/- 11214 )",393277,"(+/- 7145 )",466623,"(+/- 12660 )",378765,"(+/- 12285 )"
Workers,"Employment Status",Employed,297192,"(+/- 11030 )",370633,"(+/- 7615 )",421756,"(+/- 11238 )",335112,"(+/- 12098 )"
Workers,"Employment Status",Unemployed,41711,"(+/- 3904 )",22644,"(+/- 3327 )",44867,"(+/- 4209 )",43653,"(+/- 4537 )"
Workers,"Employment Status","Armed Forces",533,"(+/- 309 )",2571,"(+/- 977 )",2177,"(+/- 1027 )",7755,"(+/- 1588 )"
Workers,"Employment Status","Not in labor force",214246,"(+/- 7716 )",227749,"(+/- 6418 )",239088,"(+/- 8392 )",254641,"(+/- 7955 )"
Workers,"Employment Status","Civilian labor force",338903,"(+/- 11214 )",393277,"(+/- 7145 )",466623,"(+/- 12660 )",378765,"(+/- 12285 )"
Workers,"Employment Status","Unemployment Rate",12.3,"(+/- 1.1 )",5.8,"(+/- 0.8 )",9.6,"(+/- 0.8 )",11.5,"(+/- 1.2 )"
Workers,"Commuting to Work","Workers 16 years and over",288715,"(+/- 10792 )",366948,"(+/- 7668 )",413444,"(+/- 11179 )",336290,"(+/- 11861 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",192053,"(+/- 7612 )",256022,"(+/- 7948 )",288587,"(+/- 9282 )",252863,"(+/- 10006 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",40614,"(+/- 4392 )",37426,"(+/- 4818 )",35376,"(+/- 4710 )",30654,"(+/- 3217 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",11429,"(+/- 1925 )",8967,"(+/- 2140 )",2484,"(+/- 1020 )",5016,"(+/- 1188 )"
Workers,"Commuting to Work",Walked,6011,"(+/- 1197 )",5608,"(+/- 1378 )",2727,"(+/- 1134 )",4087,"(+/- 1102 )"
Workers,"Commuting to Work","Other means",11780,"(+/- 1918 )",12999,"(+/- 2552 )",11299,"(+/- 2512 )",7061,"(+/- 2270 )"
Workers,"Commuting to Work","Worked from home",26828,"(+/- 3635 )",45926,"(+/- 3999 )",72971,"(+/- 5069 )",36609,"(+/- 3688 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.3,"(+/- 0.5 )",24.8,"(+/- 0.7 )",22.6,"(+/- 0.6 )",26.7,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",297192,"(+/- 11030 )",370633,"(+/- 7615 )",421756,"(+/- 11238 )",335112,"(+/- 12098 )"
Workers,Occupation,"Management, business, science, and arts occupations",65059,"(+/- 4477 )",131556,"(+/- 5559 )",180530,"(+/- 8844 )",106283,"(+/- 6870 )"
Workers,Occupation,"Service occupations",92730,"(+/- 4832 )",66529,"(+/- 4935 )",79628,"(+/- 6376 )",75826,"(+/- 5152 )"
Workers,Occupation,"Sales and office occupations",64972,"(+/- 5018 )",76153,"(+/- 4830 )",101564,"(+/- 6565 )",74322,"(+/- 5549 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33352,"(+/- 3379 )",39607,"(+/- 4232 )",21956,"(+/- 3042 )",36603,"(+/- 3638 )"
Workers,Occupation,"Production, transportation, and material moving occupations",41079,"(+/- 3375 )",56788,"(+/- 4564 )",38078,"(+/- 3885 )",42078,"(+/- 3840 )"
Workers,Industry,"Civilian employed population 16 years and over",297192,"(+/- 11030 )",370633,"(+/- 7615 )",421756,"(+/- 11238 )",335112,"(+/- 12098 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",977,"(+/- 504 )",11536,"(+/- 1968 )",988,"(+/- 545 )",4444,"(+/- 1227 )"
Workers,Industry,Construction,26875,"(+/- 3214 )",28948,"(+/- 3425 )",23070,"(+/- 3636 )",28287,"(+/- 3162 )"
Workers,Industry,Manufacturing,12511,"(+/- 2022 )",35116,"(+/- 3534 )",15794,"(+/- 2706 )",12912,"(+/- 1820 )"
Workers,Industry,"Wholesale trade",3498,"(+/- 1065 )",7173,"(+/- 1667 )",6881,"(+/- 1922 )",4901,"(+/- 1719 )"
Workers,Industry,"Retail trade",42669,"(+/- 4592 )",35369,"(+/- 3335 )",46778,"(+/- 5146 )",41249,"(+/- 3492 )"
Workers,Industry,"Transportation and warehousing, and utilities",19297,"(+/- 2175 )",27174,"(+/- 3177 )",28766,"(+/- 3784 )",25550,"(+/- 3275 )"
Workers,Industry,Information,4119,"(+/- 1484 )",6595,"(+/- 1714 )",8460,"(+/- 1563 )",4070,"(+/- 1386 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",15539,"(+/- 2103 )",20954,"(+/- 2770 )",36652,"(+/- 3587 )",20997,"(+/- 2808 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",36725,"(+/- 3087 )",41455,"(+/- 3179 )",51614,"(+/- 4367 )",36222,"(+/- 3569 )"
Workers,Industry,"Educational services, and health care and social assistance",37718,"(+/- 3120 )",70975,"(+/- 4230 )",86165,"(+/- 5720 )",61385,"(+/- 5364 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",75624,"(+/- 4583 )",43247,"(+/- 4175 )",83945,"(+/- 6966 )",60299,"(+/- 4600 )"
Workers,Industry,"Other services, except public administration",15794,"(+/- 2371 )",17073,"(+/- 2821 )",14043,"(+/- 2527 )",15676,"(+/- 2602 )"
Workers,Industry,"Public administration",5846,"(+/- 1388 )",25018,"(+/- 3186 )",18600,"(+/- 2719 )",19120,"(+/- 2300 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",297192,"(+/- 11030 )",370633,"(+/- 7615 )",421756,"(+/- 11238 )",335112,"(+/- 12098 )"
Workers,"Class of Worker","Private wage and salary workers",255261,"(+/- 9489 )",291591,"(+/- 8263 )",343248,"(+/- 11171 )",266583,"(+/- 9732 )"
Workers,"Class of Worker","Government workers",24441,"(+/- 3069 )",59796,"(+/- 5142 )",54329,"(+/- 4387 )",51815,"(+/- 4755 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16846,"(+/- 2342 )",19008,"(+/- 2583 )",23962,"(+/- 3253 )",15784,"(+/- 2329 )"
Workers,"Class of Worker","Unpaid family workers",644,"(+/- 391 )",238,"(+/- 200 )",217,"(+/- 217 )",930,"(+/- 541 )"
Housing,"Housing Occupancy","Total housing units",299777,"(+/- 6324 )",331210,"(+/- 1914 )",365978,"(+/- 6604 )",308569,"(+/- 6031 )"
Housing,"Housing Occupancy","Occupied housing units",260719,"(+/- 5844 )",303611,"(+/- 3301 )",343373,"(+/- 6164 )",283677,"(+/- 5970 )"
Housing,"Housing Occupancy","Vacant housing units",39058,"(+/- 3002 )",27599,"(+/- 2681 )",22605,"(+/- 3217 )",24892,"(+/- 3026 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,"(+/- 0.6 )",1.0,"(+/- 0.4 )",0.6,"(+/- 0.3 )",0.8,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",9.1,"(+/- 0.9 )",4.8,"(+/- 1.3 )",3.8,"(+/- 1.2 )",4.7,"(+/- 1.4 )"
Housing,"Housing Tenure","Occupied housing units",260719,"(+/- 5844 )",303611,"(+/- 3301 )",343373,"(+/- 6164 )",283677,"(+/- 5970 )"
Housing,"Housing Tenure",Owner-occupied,111103,"(+/- 4361 )",194941,"(+/- 5017 )",215005,"(+/- 6007 )",183499,"(+/- 5536 )"
Housing,"Housing Tenure",Renter-occupied,149616,"(+/- 5285 )",108670,"(+/- 4398 )",128368,"(+/- 6253 )",100178,"(+/- 5082 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.77,"(+/- 0.09 )",2.58,"(+/- 0.04 )",2.64,"(+/- 0.05 )",2.83,"(+/- 0.07 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.48,"(+/- 0.07 )",2.32,"(+/- 0.07 )",2.44,"(+/- 0.08 )",2.74,"(+/- 0.10 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",260719,"(+/- 5844 )",303611,"(+/- 3301 )",343373,"(+/- 6164 )",283677,"(+/- 5970 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",92384,"(+/- 5013 )",93026,"(+/- 5221 )",120752,"(+/- 6905 )",92258,"(+/- 4892 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",69940,"(+/- 3747 )",78002,"(+/- 4919 )",99982,"(+/- 5605 )",78136,"(+/- 4155 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",39738,"(+/- 3173 )",41457,"(+/- 3274 )",46645,"(+/- 3762 )",37704,"(+/- 3315 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",32226,"(+/- 2716 )",47480,"(+/- 3616 )",54298,"(+/- 3824 )",50232,"(+/- 2964 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",17412,"(+/- 2091 )",26148,"(+/- 2160 )",17503,"(+/- 1662 )",18147,"(+/- 2067 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",9019,"(+/- 1148 )",17498,"(+/- 2053 )",4193,"(+/- 1090 )",7200,"(+/- 1519 )"
Housing,Value,"Owner-occupied units",111103,"(+/- 4361 )",194941,"(+/- 5017 )",215005,"(+/- 6007 )",183499,"(+/- 5536 )"
Housing,Value,"Less than $50,000",8613,"(+/- 1307 )",8863,"(+/- 1321 )",5509,"(+/- 1437 )",6994,"(+/- 1263 )"
Housing,Value,"$50,000 to $99,999",2848,"(+/- 751 )",4842,"(+/- 1154 )",1148,"(+/- 489 )",3873,"(+/- 1068 )"
Housing,Value,"$100,000 to $149,999",6296,"(+/- 1216 )",3981,"(+/- 989 )",2133,"(+/- 773 )",4456,"(+/- 1050 )"
Housing,Value,"$150,000 to $199,999",9312,"(+/- 1477 )",6596,"(+/- 1311 )",2957,"(+/- 864 )",10758,"(+/- 1976 )"
Housing,Value,"$200,000 to $299,999",35541,"(+/- 2175 )",24879,"(+/- 2423 )",25074,"(+/- 2671 )",42231,"(+/- 3597 )"
Housing,Value,"$300,000 to $499,999",37878,"(+/- 2648 )",81284,"(+/- 4037 )",106959,"(+/- 5142 )",86772,"(+/- 4195 )"
Housing,Value,"$500,000 to $999,999",8763,"(+/- 1242 )",52067,"(+/- 2785 )",59908,"(+/- 3551 )",24749,"(+/- 2396 )"
Housing,Value,"$1,000,000 or more",1852,"(+/- 606 )",12429,"(+/- 1508 )",11317,"(+/- 1576 )",3666,"(+/- 999 )"
Housing,Value,"Median (dollars)",280700,"(+/- 5516 )",418700,"(+/- 6550 )",427300,"(+/- 6377 )",340500,"(+/- 5005 )"
Housing,"Mortgage Status","Owner-occupied units",111103,"(+/- 4361 )",194941,"(+/- 5017 )",215005,"(+/- 6007 )",183499,"(+/- 5536 )"
Housing,"Mortgage Status","Housing units with a mortgage",69596,"(+/- 3559 )",127634,"(+/- 4689 )",153123,"(+/- 5881 )",125719,"(+/- 4985 )"
Housing,"Mortgage Status","Housing units without a mortgage",41507,"(+/- 3059 )",67307,"(+/- 4031 )",61882,"(+/- 3684 )",57780,"(+/- 3374 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",69596,"(+/- 3559 )",127634,"(+/- 4689 )",153123,"(+/- 5881 )",125719,"(+/- 4985 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",882,"(+/- 413 )",1601,"(+/- 736 )",1199,"(+/- 534 )",1023,"(+/- 575 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",15305,"(+/- 1867 )",10458,"(+/- 1635 )",11494,"(+/- 1885 )",16079,"(+/- 2165 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",26243,"(+/- 2684 )",36334,"(+/- 3047 )",37618,"(+/- 3879 )",40742,"(+/- 3249 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",18552,"(+/- 1997 )",39436,"(+/- 2845 )",45931,"(+/- 3790 )",34547,"(+/- 2947 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",4531,"(+/- 995 )",19313,"(+/- 2440 )",25718,"(+/- 3007 )",20749,"(+/- 2719 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1948,"(+/- 611 )",10204,"(+/- 1929 )",14306,"(+/- 2156 )",7343,"(+/- 1514 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2135,"(+/- 805 )",10288,"(+/- 1729 )",16857,"(+/- 2559 )",5236,"(+/- 1074 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1353,"(+/- 41 )",1681,"(+/- 36 )",1767,"(+/- 45 )",1563,"(+/- 40 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",41507,"(+/- 3059 )",67307,"(+/- 4031 )",61882,"(+/- 3684 )",57780,"(+/- 3374 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",7643,"(+/- 1345 )",7635,"(+/- 1088 )",4564,"(+/- 1304 )",6317,"(+/- 1179 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",13404,"(+/- 1586 )",17503,"(+/- 2172 )",14048,"(+/- 1590 )",18499,"(+/- 2077 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",10711,"(+/- 1326 )",20651,"(+/- 2123 )",22195,"(+/- 2309 )",19884,"(+/- 2558 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",4114,"(+/- 985 )",11811,"(+/- 1683 )",10420,"(+/- 1501 )",8227,"(+/- 1449 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2168,"(+/- 580 )",3858,"(+/- 984 )",5681,"(+/- 1327 )",2610,"(+/- 686 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3467,"(+/- 947 )",5849,"(+/- 896 )",4974,"(+/- 907 )",2243,"(+/- 679 )"
