Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,Race,"Two or more races",36038,"(+/- 4835 )",25092,"(+/- 4966 )",27149,"(+/- 4056 )",61187,"(+/- 6340 )"
People,"Hispanic or Latino and Race","Total population",764049,"(+/- 3678 )",660002,"(+/- 6622 )",745609,"(+/- 7266 )",780305,"(+/- 1055 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",27455,"(+/- 789 )",12852,"(+/- 2086 )",18049,"(+/- 2879 )",35512,"(+/- 761 )"
People,"Hispanic or Latino and Race",Mexican,19747,"(+/- 1828 )",5566,"(+/- 1659 )",8096,"(+/- 2620 )",14897,"(+/- 2348 )"
People,"Hispanic or Latino and Race","Puerto Rican",753,"(+/- 547 )",657,"(+/- 369 )",354,"(+/- 492 )",5997,"(+/- 2249 )"
People,"Hispanic or Latino and Race",Cuban,831,"(+/- 633 )",239,"(+/- 252 )",273,"(+/- 257 )",360,"(+/- 316 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",6124,"(+/- 1710 )",6390,"(+/- 1452 )",9326,"(+/- 2613 )",14258,"(+/- 3198 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",736594,"(+/- 3777 )",647150,"(+/- 6675 )",727560,"(+/- 7614 )",744793,"(+/- 1285 )"
People,"Place of Birth","Total population",764049,"(+/- 3678 )",660002,"(+/- 6622 )",745609,"(+/- 7266 )",780305,"(+/- 1055 )"
People,"Place of Birth",Native,748490,"(+/- 3951 )",651841,"(+/- 6512 )",728421,"(+/- 7515 )",758354,"(+/- 3103 )"
People,"Place of Birth","Born in United States",746249,"(+/- 3969 )",650000,"(+/- 6537 )",724106,"(+/- 7285 )",746650,"(+/- 4070 )"
People,"Place of Birth","State of residence",486208,"(+/- 9431 )",544312,"(+/- 9157 )",577821,"(+/- 11410 )",485042,"(+/- 10628 )"
People,"Place of Birth","Different state",260041,"(+/- 8942 )",105688,"(+/- 6699 )",146285,"(+/- 9205 )",261608,"(+/- 10041 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",2241,"(+/- 719 )",1841,"(+/- 724 )",4315,"(+/- 1253 )",11704,"(+/- 2999 )"
People,"Place of Birth","Foreign born",15559,"(+/- 1894 )",8161,"(+/- 2040 )",17188,"(+/- 2436 )",21951,"(+/- 2935 )"
People,Ancestry,"Total population",764049,"(+/- 3678 )",660002,"(+/- 6622 )",745609,"(+/- 7266 )",780305,"(+/- 1055 )"
People,Ancestry,American,63315,"(+/- 5427 )",52900,"(+/- 5381 )",82493,"(+/- 7685 )",105069,"(+/- 10756 )"
People,Ancestry,Arab,1839,"(+/- 1441 )",1283,"(+/- 1144 )",2187,"(+/- 1251 )",1909,"(+/- 1305 )"
People,Ancestry,Czech,763,"(+/- 617 )",0,"(+/- 233 )",317,"(+/- 381 )",938,"(+/- 613 )"
People,Ancestry,Danish,553,"(+/- 377 )",180,"(+/- 252 )",215,"(+/- 208 )",472,"(+/- 378 )"
People,Ancestry,Dutch,3467,"(+/- 1477 )",1224,"(+/- 597 )",1641,"(+/- 999 )",2606,"(+/- 1297 )"
People,Ancestry,English,93098,"(+/- 7124 )",42691,"(+/- 4057 )",90713,"(+/- 7781 )",94997,"(+/- 8628 )"
People,Ancestry,"French (except Basque)",6681,"(+/- 1933 )",4768,"(+/- 1812 )",9982,"(+/- 2281 )",28844,"(+/- 4889 )"
People,Ancestry,"French Canadian",944,"(+/- 484 )",591,"(+/- 495 )",1339,"(+/- 856 )",6814,"(+/- 2630 )"
People,Ancestry,German,38641,"(+/- 4676 )",16354,"(+/- 2842 )",31267,"(+/- 4315 )",63593,"(+/- 7538 )"
People,Ancestry,Greek,380,"(+/- 345 )",513,"(+/- 520 )",639,"(+/- 567 )",1714,"(+/- 1321 )"
People,Ancestry,Hungarian,108,"(+/- 183 )",0,"(+/- 233 )",7,"(+/- 13 )",590,"(+/- 430 )"
People,Ancestry,Irish,66652,"(+/- 7473 )",27671,"(+/- 4253 )",64661,"(+/- 7486 )",82429,"(+/- 9307 )"
People,Ancestry,Italian,7921,"(+/- 2030 )",6827,"(+/- 2352 )",13520,"(+/- 3733 )",17112,"(+/- 3417 )"
People,Ancestry,Lithuanian,0,"(+/- 233 )",0,"(+/- 233 )",32,"(+/- 52 )",444,"(+/- 345 )"
People,Ancestry,Norwegian,1209,"(+/- 685 )",248,"(+/- 194 )",2080,"(+/- 979 )",3196,"(+/- 1420 )"
People,Ancestry,Polish,3033,"(+/- 1231 )",1002,"(+/- 615 )",2259,"(+/- 991 )",5896,"(+/- 2004 )"
People,Ancestry,Portuguese,36,"(+/- 64 )",98,"(+/- 118 )",269,"(+/- 354 )",304,"(+/- 281 )"
People,Ancestry,Russian,943,"(+/- 666 )",153,"(+/- 224 )",217,"(+/- 183 )",1088,"(+/- 1232 )"
People,Ancestry,Scotch-Irish,7882,"(+/- 1937 )",4620,"(+/- 1640 )",12936,"(+/- 3063 )",10312,"(+/- 2158 )"
People,Ancestry,Scottish,10854,"(+/- 2487 )",4616,"(+/- 1433 )",18224,"(+/- 4621 )",18005,"(+/- 3614 )"
People,Ancestry,Slovak,0,"(+/- 233 )",0,"(+/- 233 )",83,"(+/- 92 )",61,"(+/- 146 )"
People,Ancestry,"Subsaharan African",3579,"(+/- 1640 )",8478,"(+/- 2516 )",4081,"(+/- 1595 )",5166,"(+/- 2438 )"
People,Ancestry,Swedish,1568,"(+/- 689 )",827,"(+/- 569 )",1773,"(+/- 1104 )",3260,"(+/- 1790 )"
People,Ancestry,Swiss,359,"(+/- 373 )",25,"(+/- 44 )",318,"(+/- 286 )",355,"(+/- 414 )"
People,Ancestry,Ukrainian,0,"(+/- 233 )",54,"(+/- 75 )",257,"(+/- 232 )",384,"(+/- 436 )"
People,Ancestry,Welsh,1164,"(+/- 732 )",868,"(+/- 411 )",2764,"(+/- 1426 )",2252,"(+/- 1452 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",387,"(+/- 467 )",251,"(+/- 396 )",374,"(+/- 414 )",1654,"(+/- 997 )"
People,"Veteran Status","Civilian population 18 years and over",582269,"(+/- 3461 )",499488,"(+/- 5132 )",570739,"(+/- 5672 )",591338,"(+/- 2589 )"
People,"Veteran Status","Civilian veterans",38195,"(+/- 3177 )",24147,"(+/- 2087 )",36760,"(+/- 3170 )",56170,"(+/- 4820 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",753870,"(+/- 4192 )",643870,"(+/- 7404 )",728066,"(+/- 7804 )",760130,"(+/- 2833 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",117910,"(+/- 5632 )",120684,"(+/- 5919 )",123003,"(+/- 6115 )",159388,"(+/- 8001 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",179751,"(+/- 1815 )",159010,"(+/- 3039 )",171975,"(+/- 3750 )",179102,"(+/- 1798 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",10027,"(+/- 1766 )",10276,"(+/- 1951 )",10758,"(+/- 2150 )",13012,"(+/- 2469 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",449577,"(+/- 3525 )",376691,"(+/- 5853 )",427902,"(+/- 5913 )",455545,"(+/- 3146 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",63285,"(+/- 4576 )",67121,"(+/- 4340 )",58481,"(+/- 4796 )",92250,"(+/- 6140 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",124542,"(+/- 2181 )",108169,"(+/- 2356 )",128189,"(+/- 3049 )",125483,"(+/- 2465 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",44598,"(+/- 2922 )",43287,"(+/- 2780 )",53764,"(+/- 3164 )",54126,"(+/- 3346 )"
People,"Residence 1 Year Ago","Population 1 year and over",756576,"(+/- 3956 )",652425,"(+/- 6742 )",739962,"(+/- 7446 )",770611,"(+/- 2390 )"
People,"Residence 1 Year Ago","Same house",693274,"(+/- 8045 )",581841,"(+/- 9186 )",659545,"(+/- 10619 )",673824,"(+/- 9330 )"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)",63302,"(+/- 6690 )",70584,"(+/- 7726 )",80417,"(+/- 8584 )",96787,"(+/- 9374 )"
People,"Residence 1 Year Ago","Different house in the U.S.",62333,"(+/- 6625 )",69888,"(+/- 7651 )",78096,"(+/- 8431 )",90613,"(+/- 7908 )"
People,"Residence 1 Year Ago","Same county",30669,"(+/- 4350 )",46026,"(+/- 6969 )",38177,"(+/- 6214 )",41729,"(+/- 6063 )"
People,"Residence 1 Year Ago","Different county",31664,"(+/- 4002 )",23862,"(+/- 4266 )",39919,"(+/- 6321 )",48884,"(+/- 6555 )"
People,"Residence 1 Year Ago","Same state",15530,"(+/- 2706 )",17310,"(+/- 3780 )",25412,"(+/- 5350 )",26318,"(+/- 5106 )"
People,"Residence 1 Year Ago","Different state",16134,"(+/- 2938 )",6552,"(+/- 2023 )",14507,"(+/- 4157 )",22566,"(+/- 4130 )"
People,"Residence 1 Year Ago",Abroad,969,"(+/- 812 )",696,"(+/- 407 )",2321,"(+/- 1034 )",6174,"(+/- 3662 )"
Workers,"Employment Status","Population 16 years and over",605406,"(+/- 3933 )",518646,"(+/- 5467 )",591680,"(+/- 6207 )",624753,"(+/- 3092 )"
Workers,"Employment Status","In labor force",355861,"(+/- 5709 )",273671,"(+/- 6673 )",337332,"(+/- 8096 )",359000,"(+/- 8566 )"
Workers,"Employment Status","Civilian labor force",354473,"(+/- 5815 )",272801,"(+/- 6653 )",335095,"(+/- 8126 )",349249,"(+/- 8393 )"
Workers,"Employment Status",Employed,338243,"(+/- 5996 )",246103,"(+/- 6675 )",318155,"(+/- 8616 )",325115,"(+/- 8974 )"
Workers,"Employment Status",Unemployed,16230,"(+/- 2412 )",26698,"(+/- 3586 )",16940,"(+/- 2747 )",24134,"(+/- 3961 )"
Workers,"Employment Status","Armed Forces",1388,"(+/- 720 )",870,"(+/- 591 )",2237,"(+/- 985 )",9751,"(+/- 1874 )"
Workers,"Employment Status","Not in labor force",249545,"(+/- 6456 )",244975,"(+/- 5770 )",254348,"(+/- 8199 )",265753,"(+/- 8613 )"
Workers,"Employment Status","Civilian labor force",354473,"(+/- 5815 )",272801,"(+/- 6653 )",335095,"(+/- 8126 )",349249,"(+/- 8393 )"
Workers,"Employment Status","Unemployment Rate",4.6,"(+/- 0.7 )",9.8,"(+/- 1.3 )",5.1,"(+/- 0.8 )",6.9,"(+/- 1.1 )"
Workers,"Commuting to Work","Workers 16 years and over",332338,"(+/- 5969 )",240140,"(+/- 7025 )",314783,"(+/- 8576 )",327919,"(+/- 9582 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",283008,"(+/- 6588 )",196592,"(+/- 6584 )",264644,"(+/- 8500 )",264883,"(+/- 9867 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",23129,"(+/- 3310 )",22799,"(+/- 2957 )",23833,"(+/- 3304 )",25007,"(+/- 3614 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",693,"(+/- 398 )",1123,"(+/- 514 )",565,"(+/- 416 )",470,"(+/- 468 )"
Workers,"Commuting to Work",Walked,2200,"(+/- 830 )",2453,"(+/- 782 )",2665,"(+/- 894 )",5070,"(+/- 759 )"
Workers,"Commuting to Work","Other means",3469,"(+/- 1366 )",2065,"(+/- 778 )",5204,"(+/- 1391 )",9344,"(+/- 2433 )"
Workers,"Commuting to Work","Worked from home",19839,"(+/- 2577 )",15108,"(+/- 2490 )",17872,"(+/- 2362 )",23145,"(+/- 3554 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.1,"(+/- 0.7 )",24.5,"(+/- 1.0 )",25.6,"(+/- 0.9 )",26.4,"(+/- 1.0 )"
Workers,Occupation,"Civilian employed population 16 years and over",338243,"(+/- 5996 )",246103,"(+/- 6675 )",318155,"(+/- 8616 )",325115,"(+/- 8974 )"
Workers,Occupation,"Management, business, science, and arts occupations",116188,"(+/- 6068 )",74052,"(+/- 5035 )",120528,"(+/- 6829 )",124600,"(+/- 8123 )"
Workers,Occupation,"Service occupations",45917,"(+/- 3720 )",51961,"(+/- 4138 )",44757,"(+/- 5037 )",53281,"(+/- 5363 )"
Workers,Occupation,"Sales and office occupations",71065,"(+/- 5046 )",47754,"(+/- 4171 )",69219,"(+/- 5475 )",67682,"(+/- 5722 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",31558,"(+/- 3290 )",23891,"(+/- 3072 )",32861,"(+/- 3362 )",30844,"(+/- 3593 )"
Workers,Occupation,"Production, transportation, and material moving occupations",73515,"(+/- 4691 )",48445,"(+/- 4422 )",50790,"(+/- 4729 )",48708,"(+/- 4491 )"
Workers,Industry,"Civilian employed population 16 years and over",338243,"(+/- 5996 )",246103,"(+/- 6675 )",318155,"(+/- 8616 )",325115,"(+/- 8974 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",4858,"(+/- 1422 )",5529,"(+/- 1307 )",10177,"(+/- 2353 )",5945,"(+/- 1796 )"
Workers,Industry,Construction,23064,"(+/- 2473 )",15854,"(+/- 2513 )",22028,"(+/- 3082 )",25788,"(+/- 3769 )"
Workers,Industry,Manufacturing,61569,"(+/- 4292 )",28650,"(+/- 2597 )",35439,"(+/- 3514 )",32853,"(+/- 3958 )"
Workers,Industry,"Wholesale trade",6779,"(+/- 1640 )",4778,"(+/- 1414 )",6649,"(+/- 1361 )",5538,"(+/- 1575 )"
Workers,Industry,"Retail trade",40453,"(+/- 4103 )",29085,"(+/- 3194 )",35337,"(+/- 3973 )",38571,"(+/- 4654 )"
Workers,Industry,"Transportation and warehousing, and utilities",30382,"(+/- 3184 )",19794,"(+/- 3193 )",19931,"(+/- 3022 )",19839,"(+/- 3246 )"
Workers,Industry,Information,2233,"(+/- 641 )",3014,"(+/- 1036 )",4426,"(+/- 1381 )",3419,"(+/- 1179 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14475,"(+/- 2159 )",9943,"(+/- 1682 )",19298,"(+/- 2704 )",16777,"(+/- 2790 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",24149,"(+/- 3133 )",16667,"(+/- 2505 )",21577,"(+/- 2733 )",24844,"(+/- 3125 )"
Workers,Industry,"Educational services, and health care and social assistance",78517,"(+/- 5243 )",59600,"(+/- 4232 )",83658,"(+/- 4450 )",80932,"(+/- 5048 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",23665,"(+/- 2923 )",23038,"(+/- 2863 )",24937,"(+/- 3446 )",35381,"(+/- 3721 )"
Workers,Industry,"Other services, except public administration",15366,"(+/- 2089 )",12275,"(+/- 2146 )",14306,"(+/- 2644 )",15145,"(+/- 2782 )"
Workers,Industry,"Public administration",12733,"(+/- 2259 )",17876,"(+/- 2715 )",20392,"(+/- 2810 )",20083,"(+/- 3321 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",338243,"(+/- 5996 )",246103,"(+/- 6675 )",318155,"(+/- 8616 )",325115,"(+/- 8974 )"
Workers,"Class of Worker","Private wage and salary workers",269759,"(+/- 6614 )",179550,"(+/- 6764 )",235931,"(+/- 7654 )",241164,"(+/- 9454 )"
Workers,"Class of Worker","Government workers",49239,"(+/- 4263 )",51199,"(+/- 4328 )",64496,"(+/- 4311 )",62557,"(+/- 5575 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",18367,"(+/- 2392 )",14921,"(+/- 2248 )",17412,"(+/- 2827 )",20801,"(+/- 3527 )"
Workers,"Class of Worker","Unpaid family workers",878,"(+/- 586 )",433,"(+/- 348 )",316,"(+/- 250 )",593,"(+/- 433 )"
Housing,"Housing Occupancy","Total housing units",344532,"(+/- 1824 )",303087,"(+/- 3073 )",339422,"(+/- 3445 )",345000,"(+/- 1696 )"
Housing,"Housing Occupancy","Occupied housing units",295565,"(+/- 4138 )",248688,"(+/- 4447 )",285554,"(+/- 4830 )",299804,"(+/- 4218 )"
Housing,"Housing Occupancy","Vacant housing units",48967,"(+/- 4196 )",54399,"(+/- 3830 )",53868,"(+/- 3781 )",45196,"(+/- 4179 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.8,"(+/- 0.4 )",1.3,"(+/- 0.4 )",0.5,"(+/- 0.3 )",0.9,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",9.8,"(+/- 2.2 )",9.3,"(+/- 1.6 )",7.0,"(+/- 2.0 )",6.1,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",295565,"(+/- 4138 )",248688,"(+/- 4447 )",285554,"(+/- 4830 )",299804,"(+/- 4218 )"
Housing,"Housing Tenure",Owner-occupied,215707,"(+/- 3971 )",154900,"(+/- 4762 )",207927,"(+/- 5579 )",208534,"(+/- 5852 )"
Housing,"Housing Tenure",Renter-occupied,79858,"(+/- 4004 )",93788,"(+/- 3821 )",77627,"(+/- 5027 )",91270,"(+/- 5011 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.53,"(+/- 0.04 )",2.56,"(+/- 0.06 )",2.58,"(+/- 0.05 )",2.63,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.52,"(+/- 0.10 )",2.55,"(+/- 0.09 )",2.40,"(+/- 0.11 )",2.33,"(+/- 0.11 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",295565,"(+/- 4138 )",248688,"(+/- 4447 )",285554,"(+/- 4830 )",299804,"(+/- 4218 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",64901,"(+/- 4839 )",56369,"(+/- 3974 )",63406,"(+/- 5469 )",73551,"(+/- 5630 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",63516,"(+/- 4600 )",46640,"(+/- 4075 )",58474,"(+/- 4556 )",68255,"(+/- 4773 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",38696,"(+/- 3708 )",32612,"(+/- 3065 )",40591,"(+/- 3966 )",39807,"(+/- 3753 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",56453,"(+/- 3808 )",46034,"(+/- 3007 )",52060,"(+/- 3444 )",54702,"(+/- 3737 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",36280,"(+/- 2671 )",29298,"(+/- 2741 )",33456,"(+/- 2521 )",28919,"(+/- 3160 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",35719,"(+/- 2446 )",37735,"(+/- 2769 )",37567,"(+/- 2735 )",34570,"(+/- 3052 )"
Housing,Value,"Owner-occupied units",215707,"(+/- 3971 )",154900,"(+/- 4762 )",207927,"(+/- 5579 )",208534,"(+/- 5852 )"
Housing,Value,"Less than $50,000",24864,"(+/- 2370 )",32066,"(+/- 2983 )",31910,"(+/- 3144 )",33074,"(+/- 3738 )"
Housing,Value,"$50,000 to $99,999",38455,"(+/- 3096 )",44023,"(+/- 3683 )",40227,"(+/- 3191 )",33177,"(+/- 3083 )"
Housing,Value,"$100,000 to $149,999",34337,"(+/- 2700 )",24729,"(+/- 2398 )",29131,"(+/- 3145 )",37059,"(+/- 3407 )"
Housing,Value,"$150,000 to $199,999",32014,"(+/- 3086 )",22429,"(+/- 2403 )",31000,"(+/- 3128 )",34830,"(+/- 3666 )"
Housing,Value,"$200,000 to $299,999",46342,"(+/- 3526 )",17479,"(+/- 2150 )",39570,"(+/- 3704 )",40247,"(+/- 3961 )"
Housing,Value,"$300,000 to $499,999",31152,"(+/- 2939 )",9656,"(+/- 1576 )",25267,"(+/- 2965 )",23678,"(+/- 2897 )"
Housing,Value,"$500,000 to $999,999",6881,"(+/- 1592 )",4085,"(+/- 955 )",9523,"(+/- 1882 )",4964,"(+/- 1034 )"
Housing,Value,"$1,000,000 or more",1662,"(+/- 656 )",433,"(+/- 288 )",1299,"(+/- 540 )",1505,"(+/- 806 )"
Housing,Value,"Median (dollars)",163100,"(+/- 3935 )",102300,"(+/- 4615 )",153900,"(+/- 4935 )",151100,"(+/- 5590 )"
Housing,"Mortgage Status","Owner-occupied units",215707,"(+/- 3971 )",154900,"(+/- 4762 )",207927,"(+/- 5579 )",208534,"(+/- 5852 )"
Housing,"Mortgage Status","Housing units with a mortgage",115701,"(+/- 4600 )",65935,"(+/- 3850 )",99479,"(+/- 4781 )",101655,"(+/- 5847 )"
Housing,"Mortgage Status","Housing units without a mortgage",100006,"(+/- 4667 )",88965,"(+/- 3775 )",108448,"(+/- 4835 )",106879,"(+/- 4978 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",115701,"(+/- 4600 )",65935,"(+/- 3850 )",99479,"(+/- 4781 )",101655,"(+/- 5847 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2069,"(+/- 721 )",1239,"(+/- 598 )",2030,"(+/- 799 )",1646,"(+/- 768 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",37871,"(+/- 3440 )",29226,"(+/- 2895 )",26575,"(+/- 3064 )",33206,"(+/- 3085 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",40371,"(+/- 3671 )",20836,"(+/- 2498 )",34220,"(+/- 3433 )",36607,"(+/- 3525 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",23309,"(+/- 3016 )",8483,"(+/- 1557 )",18508,"(+/- 2718 )",19370,"(+/- 2752 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6926,"(+/- 1361 )",2857,"(+/- 947 )",11280,"(+/- 2359 )",6192,"(+/- 1466 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2902,"(+/- 971 )",2201,"(+/- 998 )",3168,"(+/- 1244 )",2287,"(+/- 863 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2253,"(+/- 886 )",1093,"(+/- 501 )",3698,"(+/- 1357 )",2347,"(+/- 960 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1213,"(+/- 38 )",1049,"(+/- 41 )",1288,"(+/- 45 )",1207,"(+/- 36 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",100006,"(+/- 4667 )",88965,"(+/- 3775 )",108448,"(+/- 4835 )",106879,"(+/- 4978 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",24019,"(+/- 2771 )",21254,"(+/- 2326 )",26143,"(+/- 2987 )",26100,"(+/- 3261 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",34990,"(+/- 3225 )",34466,"(+/- 2847 )",35665,"(+/- 3463 )",40965,"(+/- 3662 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25963,"(+/- 2707 )",21932,"(+/- 2339 )",30768,"(+/- 3258 )",23005,"(+/- 2996 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8714,"(+/- 1564 )",6712,"(+/- 1232 )",9718,"(+/- 1883 )",9484,"(+/- 1995 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3570,"(+/- 1377 )",3275,"(+/- 762 )",3762,"(+/- 939 )",3539,"(+/- 1088 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2750,"(+/- 827 )",1326,"(+/- 598 )",2392,"(+/- 811 )",3786,"(+/- 1001 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",361,"(+/- 11 )",346,"(+/- 10 )",366,"(+/- 13 )",353,"(+/- 12 )"
