Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
People,"Sex and Age","45 to 54 years",92406,"(+/- 3296 )",90379,"(+/- 1540 )",79822,"(+/- 1655 )",73354,"(+/- 2328 )",94246,"(+/- 2630 )",88637,"(+/- 1765 )",90664,"(+/- 1535 )",92732,"(+/- 1725 )"
People,"Sex and Age","55 to 59 years",55767,"(+/- 3374 )",50868,"(+/- 2470 )",49003,"(+/- 2258 )",38072,"(+/- 2616 )",56074,"(+/- 2933 )",51946,"(+/- 2631 )",56412,"(+/- 1959 )",55793,"(+/- 2520 )"
People,"Sex and Age","60 to 64 years",55170,"(+/- 2976 )",47913,"(+/- 2789 )",52747,"(+/- 2335 )",34650,"(+/- 2685 )",54000,"(+/- 3189 )",57165,"(+/- 2520 )",63183,"(+/- 2040 )",55287,"(+/- 2504 )"
People,"Sex and Age","65 to 74 years",77786,"(+/- 2630 )",79057,"(+/- 1267 )",84358,"(+/- 1192 )",56728,"(+/- 2104 )",84126,"(+/- 2448 )",85204,"(+/- 889 )",97028,"(+/- 1113 )",82829,"(+/- 720 )"
People,"Sex and Age","75 to 84 years",31968,"(+/- 1990 )",35129,"(+/- 1481 )",37451,"(+/- 1414 )",24043,"(+/- 1927 )",38146,"(+/- 1796 )",40980,"(+/- 1483 )",45220,"(+/- 1530 )",38762,"(+/- 1349 )"
People,"Sex and Age","85 years and over",14024,"(+/- 1735 )",11270,"(+/- 1170 )",15046,"(+/- 1314 )",10658,"(+/- 1367 )",17190,"(+/- 1740 )",15604,"(+/- 1387 )",17207,"(+/- 1365 )",14433,"(+/- 1190 )"
People,"Sex and Age","Median age (years)",41.6,"(+/- 0.6 )",37.2,"(+/- 0.3 )",39.3,"(+/- 0.4 )",33.9,"(+/- 0.3 )",42.1,"(+/- 0.6 )",42.1,"(+/- 0.4 )",45.0,"(+/- 0.3 )",41.0,"(+/- 0.4 )"
People,"Sex and Age","18 years and over",564337,"(+/- 4999 )",629460,"(+/- 2015 )",579913,"(+/- 3272 )",513407,"(+/- 3868 )",588530,"(+/- 4704 )",576380,"(+/- 2103 )",582900,"(+/- 3094 )",586376,"(+/- 1346 )"
People,"Sex and Age","65 years and over",123778,"(+/- 3264 )",125456,"(+/- 1567 )",136855,"(+/- 1520 )",91429,"(+/- 2629 )",139462,"(+/- 2915 )",141788,"(+/- 1294 )",159455,"(+/- 1541 )",136024,"(+/- 915 )"
People,Race,"Total population",722922,"(+/- 5523 )",793162,"(+/- 2235 )",733081,"(+/- 3984 )",685822,"(+/- 3648 )",741458,"(+/- 4802 )",727054,"(+/- 2964 )",739235,"(+/- 4147 )",753174,"(+/- 1719 )"
People,Race,"One race",648739,"(+/- 7506 )",727304,"(+/- 6374 )",698526,"(+/- 5223 )",596345,"(+/- 7489 )",693215,"(+/- 6142 )",687050,"(+/- 4278 )",704167,"(+/- 4150 )",703207,"(+/- 5231 )"
People,Race,White,569850,"(+/- 6690 )",637629,"(+/- 4802 )",659680,"(+/- 4729 )",287490,"(+/- 5486 )",631155,"(+/- 5977 )",637150,"(+/- 4316 )",667331,"(+/- 3991 )",641717,"(+/- 4311 )"
People,Race,"Black or African American",36681,"(+/- 3186 )",36298,"(+/- 3335 )",7936,"(+/- 1387 )",231614,"(+/- 5308 )",19595,"(+/- 3050 )",15857,"(+/- 1807 )",5266,"(+/- 1272 )",10891,"(+/- 1976 )"
People,Race,"American Indian and Alaska Native",4121,"(+/- 1728 )",2346,"(+/- 1031 )",4113,"(+/- 837 )",3970,"(+/- 1558 )",2988,"(+/- 1255 )",1996,"(+/- 601 )",11114,"(+/- 1313 )",11459,"(+/- 1399 )"
People,Race,Asian,14735,"(+/- 2915 )",35501,"(+/- 2106 )",16684,"(+/- 1560 )",30944,"(+/- 3230 )",25414,"(+/- 2259 )",19637,"(+/- 1478 )",12859,"(+/- 1118 )",19969,"(+/- 1289 )"
People,Race,"Native Hawaiian and Other Pacific Islander",25,"(+/- 47 )",108,"(+/- 172 )",151,"(+/- 213 )",37,"(+/- 64 )",166,"(+/- 237 )",150,"(+/- 207 )",115,"(+/- 163 )",0,"(+/- 157 )"
People,Race,"Some other race",23327,"(+/- 4939 )",15422,"(+/- 4113 )",9962,"(+/- 1549 )",42290,"(+/- 4914 )",13897,"(+/- 2954 )",12260,"(+/- 2865 )",7482,"(+/- 1338 )",19171,"(+/- 3866 )"
People,Race,"Two or more races",74183,"(+/- 6656 )",65858,"(+/- 6186 )",34555,"(+/- 3134 )",89477,"(+/- 7496 )",48243,"(+/- 4614 )",40004,"(+/- 3876 )",35068,"(+/- 2900 )",49967,"(+/- 4964 )"
People,"Hispanic or Latino and Race","Total population",722922,"(+/- 5523 )",793162,"(+/- 2235 )",733081,"(+/- 3984 )",685822,"(+/- 3648 )",741458,"(+/- 4802 )",727054,"(+/- 2964 )",739235,"(+/- 4147 )",753174,"(+/- 1719 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",84774,"(+/- 5099 )",54949,"(+/- 2165 )",23982,"(+/- 705 )",125182,"(+/- 4269 )",49846,"(+/- 3776 )",38116,"(+/- 1077 )",19067,"(+/- 874 )",45407,"(+/- 448 )"
People,"Hispanic or Latino and Race",Mexican,66773,"(+/- 5036 )",35039,"(+/- 3669 )",17063,"(+/- 1471 )",80161,"(+/- 5899 )",32999,"(+/- 3891 )",25055,"(+/- 2758 )",11203,"(+/- 1420 )",29987,"(+/- 3009 )"
People,"Hispanic or Latino and Race","Puerto Rican",8073,"(+/- 2560 )",6340,"(+/- 1910 )",1651,"(+/- 928 )",31692,"(+/- 4651 )",8841,"(+/- 2044 )",4249,"(+/- 1561 )",2175,"(+/- 957 )",6896,"(+/- 2386 )"
People,"Hispanic or Latino and Race",Cuban,1340,"(+/- 1164 )",1503,"(+/- 860 )",931,"(+/- 427 )",1110,"(+/- 616 )",566,"(+/- 412 )",250,"(+/- 182 )",675,"(+/- 370 )",548,"(+/- 321 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",8588,"(+/- 1967 )",12067,"(+/- 2937 )",4337,"(+/- 952 )",12219,"(+/- 3228 )",7440,"(+/- 1934 )",8562,"(+/- 2464 )",5014,"(+/- 1236 )",7976,"(+/- 1914 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",638148,"(+/- 5653 )",738213,"(+/- 2765 )",709099,"(+/- 3791 )",560640,"(+/- 4044 )",691612,"(+/- 5826 )",688938,"(+/- 2948 )",720168,"(+/- 4019 )",707767,"(+/- 1680 )"
People,"Place of Birth","Total population",722922,"(+/- 5523 )",793162,"(+/- 2235 )",733081,"(+/- 3984 )",685822,"(+/- 3648 )",741458,"(+/- 4802 )",727054,"(+/- 2964 )",739235,"(+/- 4147 )",753174,"(+/- 1719 )"
People,"Place of Birth",Native,678280,"(+/- 7395 )",730694,"(+/- 6548 )",715269,"(+/- 4422 )",620211,"(+/- 6359 )",702449,"(+/- 5959 )",699224,"(+/- 4381 )",722629,"(+/- 4765 )",726392,"(+/- 3181 )"
People,"Place of Birth","Born in United States",673177,"(+/- 7340 )",723229,"(+/- 6369 )",711585,"(+/- 4560 )",602349,"(+/- 7222 )",695152,"(+/- 5774 )",695616,"(+/- 4499 )",718437,"(+/- 5240 )",720591,"(+/- 3580 )"
People,"Place of Birth","State of residence",480869,"(+/- 9185 )",509955,"(+/- 7593 )",525743,"(+/- 6565 )",460037,"(+/- 7798 )",563437,"(+/- 8397 )",567073,"(+/- 7535 )",486752,"(+/- 6910 )",579046,"(+/- 7033 )"
People,"Place of Birth","Different state",192308,"(+/- 6788 )",213274,"(+/- 6764 )",185842,"(+/- 5428 )",142312,"(+/- 6203 )",131715,"(+/- 7234 )",128543,"(+/- 5737 )",231685,"(+/- 5773 )",141545,"(+/- 7020 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",5103,"(+/- 1309 )",7465,"(+/- 2178 )",3684,"(+/- 875 )",17862,"(+/- 3867 )",7297,"(+/- 1746 )",3608,"(+/- 830 )",4192,"(+/- 1485 )",5801,"(+/- 1433 )"
People,"Place of Birth","Foreign born",44642,"(+/- 5022 )",62468,"(+/- 5994 )",17812,"(+/- 1974 )",65611,"(+/- 4848 )",39009,"(+/- 3576 )",27830,"(+/- 2794 )",16606,"(+/- 1824 )",26782,"(+/- 2678 )"
People,Ancestry,"Total population",722922,"(+/- 5523 )",793162,"(+/- 2235 )",733081,"(+/- 3984 )",685822,"(+/- 3648 )",741458,"(+/- 4802 )",727054,"(+/- 2964 )",739235,"(+/- 4147 )",753174,"(+/- 1719 )"
People,Ancestry,American,23097,"(+/- 3255 )",17402,"(+/- 2558 )",24541,"(+/- 2533 )",11694,"(+/- 2566 )",20134,"(+/- 2925 )",33804,"(+/- 4211 )",29084,"(+/- 3320 )",27795,"(+/- 3931 )"
People,Ancestry,Arab,4022,"(+/- 2793 )",5717,"(+/- 3728 )",1537,"(+/- 1037 )",3102,"(+/- 1162 )",2515,"(+/- 1060 )",805,"(+/- 620 )",607,"(+/- 333 )",1302,"(+/- 586 )"
People,Ancestry,Czech,6108,"(+/- 1604 )",8099,"(+/- 1320 )",9376,"(+/- 1420 )",3515,"(+/- 805 )",7347,"(+/- 1531 )",8574,"(+/- 1380 )",12162,"(+/- 1620 )",10431,"(+/- 1578 )"
People,Ancestry,Danish,12544,"(+/- 1892 )",6227,"(+/- 1465 )",6127,"(+/- 1424 )",2081,"(+/- 734 )",5296,"(+/- 1776 )",4786,"(+/- 1259 )",5876,"(+/- 897 )",5175,"(+/- 949 )"
People,Ancestry,Dutch,8111,"(+/- 1471 )",10807,"(+/- 1903 )",9081,"(+/- 1573 )",4425,"(+/- 1171 )",10696,"(+/- 1921 )",23430,"(+/- 2452 )",11097,"(+/- 1537 )",33981,"(+/- 3443 )"
People,Ancestry,English,54194,"(+/- 4196 )",78324,"(+/- 5026 )",54825,"(+/- 3146 )",21520,"(+/- 2470 )",53472,"(+/- 4313 )",45116,"(+/- 3858 )",48562,"(+/- 2765 )",40477,"(+/- 3480 )"
People,Ancestry,"French (except Basque)",15917,"(+/- 2422 )",20019,"(+/- 2593 )",18869,"(+/- 2129 )",8419,"(+/- 1617 )",20226,"(+/- 3202 )",19623,"(+/- 2605 )",19207,"(+/- 1699 )",25548,"(+/- 3524 )"
People,Ancestry,"French Canadian",4188,"(+/- 1369 )",2845,"(+/- 945 )",6324,"(+/- 1422 )",2725,"(+/- 942 )",3949,"(+/- 1164 )",4384,"(+/- 985 )",8029,"(+/- 1040 )",9220,"(+/- 1557 )"
People,Ancestry,German,240868,"(+/- 9120 )",269175,"(+/- 8662 )",275598,"(+/- 8570 )",121428,"(+/- 6332 )",315396,"(+/- 10097 )",318922,"(+/- 8922 )",293118,"(+/- 8331 )",294069,"(+/- 8881 )"
People,Ancestry,Greek,3135,"(+/- 1757 )",3153,"(+/- 1122 )",680,"(+/- 313 )",2164,"(+/- 645 )",3753,"(+/- 1469 )",2373,"(+/- 831 )",1033,"(+/- 554 )",2007,"(+/- 807 )"
People,Ancestry,Hungarian,5956,"(+/- 2037 )",2314,"(+/- 853 )",935,"(+/- 390 )",2936,"(+/- 1121 )",3753,"(+/- 1240 )",2394,"(+/- 702 )",1334,"(+/- 413 )",1991,"(+/- 878 )"
People,Ancestry,Irish,83861,"(+/- 5380 )",101785,"(+/- 6419 )",84165,"(+/- 5386 )",46301,"(+/- 4416 )",83412,"(+/- 5930 )",70568,"(+/- 4855 )",67846,"(+/- 4441 )",67931,"(+/- 4911 )"
People,Ancestry,Italian,40010,"(+/- 4437 )",28662,"(+/- 3538 )",17272,"(+/- 2559 )",19833,"(+/- 2712 )",34652,"(+/- 3433 )",22809,"(+/- 3972 )",21001,"(+/- 2296 )",18267,"(+/- 2631 )"
People,Ancestry,Lithuanian,2714,"(+/- 1003 )",2111,"(+/- 863 )",1696,"(+/- 1041 )",1108,"(+/- 472 )",1684,"(+/- 867 )",752,"(+/- 304 )",1009,"(+/- 384 )",1358,"(+/- 644 )"
People,Ancestry,Norwegian,30084,"(+/- 2990 )",69910,"(+/- 5034 )",102053,"(+/- 5407 )",12762,"(+/- 2295 )",35733,"(+/- 4053 )",30820,"(+/- 2774 )",65167,"(+/- 4202 )",27033,"(+/- 2905 )"
People,Ancestry,Polish,67789,"(+/- 6266 )",36603,"(+/- 3004 )",57723,"(+/- 4183 )",47203,"(+/- 3511 )",78252,"(+/- 5879 )",49309,"(+/- 4225 )",57651,"(+/- 2935 )",57410,"(+/- 5304 )"
People,Ancestry,Portuguese,622,"(+/- 493 )",913,"(+/- 399 )",559,"(+/- 357 )",213,"(+/- 188 )",481,"(+/- 431 )",394,"(+/- 295 )",158,"(+/- 150 )",64,"(+/- 76 )"
People,Ancestry,Russian,5246,"(+/- 2444 )",4142,"(+/- 1243 )",1557,"(+/- 623 )",3418,"(+/- 677 )",5380,"(+/- 1559 )",7704,"(+/- 2094 )",3590,"(+/- 1077 )",2818,"(+/- 857 )"
People,Ancestry,Scotch-Irish,2677,"(+/- 806 )",3412,"(+/- 1160 )",2017,"(+/- 651 )",2062,"(+/- 1110 )",2412,"(+/- 818 )",2307,"(+/- 822 )",3127,"(+/- 794 )",2003,"(+/- 579 )"
People,Ancestry,Scottish,8071,"(+/- 1633 )",11172,"(+/- 2010 )",7518,"(+/- 1796 )",4364,"(+/- 956 )",6864,"(+/- 1352 )",7395,"(+/- 1737 )",6653,"(+/- 1079 )",5392,"(+/- 1132 )"
People,Ancestry,Slovak,1735,"(+/- 669 )",1265,"(+/- 659 )",489,"(+/- 243 )",1036,"(+/- 433 )",3538,"(+/- 1147 )",1215,"(+/- 564 )",1481,"(+/- 490 )",1032,"(+/- 640 )"
People,Ancestry,"Subsaharan African",2105,"(+/- 912 )",10065,"(+/- 4666 )",701,"(+/- 317 )",9445,"(+/- 3317 )",1158,"(+/- 642 )",3690,"(+/- 1289 )",650,"(+/- 361 )",1359,"(+/- 1106 )"
People,Ancestry,Swedish,12627,"(+/- 1977 )",15571,"(+/- 2077 )",13917,"(+/- 1848 )",6660,"(+/- 1998 )",11258,"(+/- 1803 )",9125,"(+/- 1398 )",37312,"(+/- 3049 )",12959,"(+/- 2215 )"
People,Ancestry,Swiss,3118,"(+/- 828 )",17271,"(+/- 2490 )",6121,"(+/- 1180 )",1397,"(+/- 552 )",4854,"(+/- 1180 )",4780,"(+/- 983 )",7672,"(+/- 1293 )",2992,"(+/- 1113 )"
People,Ancestry,Ukrainian,1464,"(+/- 679 )",1553,"(+/- 790 )",548,"(+/- 298 )",1437,"(+/- 613 )",1280,"(+/- 786 )",847,"(+/- 703 )",1144,"(+/- 489 )",998,"(+/- 564 )"
People,Ancestry,Welsh,3575,"(+/- 1025 )",4304,"(+/- 1106 )",3909,"(+/- 1148 )",1399,"(+/- 495 )",3191,"(+/- 783 )",3637,"(+/- 1062 )",2802,"(+/- 833 )",1910,"(+/- 618 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",434,"(+/- 357 )",1887,"(+/- 863 )",418,"(+/- 357 )",2273,"(+/- 1127 )",828,"(+/- 595 )",529,"(+/- 448 )",216,"(+/- 192 )",405,"(+/- 347 )"
People,"Veteran Status","Civilian population 18 years and over",563857,"(+/- 4981 )",628712,"(+/- 2073 )",578983,"(+/- 3260 )",512842,"(+/- 3848 )",588221,"(+/- 4739 )",575967,"(+/- 2131 )",582588,"(+/- 3103 )",586126,"(+/- 1379 )"
People,"Veteran Status","Civilian veterans",36859,"(+/- 3180 )",34732,"(+/- 2748 )",44021,"(+/- 2374 )",21233,"(+/- 1933 )",36095,"(+/- 2282 )",42689,"(+/- 2290 )",47004,"(+/- 2054 )",41008,"(+/- 2499 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",712766,"(+/- 5727 )",787703,"(+/- 2591 )",722558,"(+/- 4261 )",680719,"(+/- 3963 )",735974,"(+/- 5053 )",713137,"(+/- 3635 )",730493,"(+/- 4402 )",745004,"(+/- 2948 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",85834,"(+/- 4439 )",76629,"(+/- 4995 )",84410,"(+/- 3460 )",89882,"(+/- 4849 )",80601,"(+/- 4426 )",85673,"(+/- 3630 )",98719,"(+/- 4621 )",92046,"(+/- 4915 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",158064,"(+/- 4253 )",163662,"(+/- 1881 )",153047,"(+/- 1972 )",172193,"(+/- 3404 )",152735,"(+/- 3662 )",150387,"(+/- 1884 )",156102,"(+/- 2033 )",166517,"(+/- 1126 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7201,"(+/- 1345 )",5956,"(+/- 1212 )",5653,"(+/- 1005 )",9312,"(+/- 1633 )",6468,"(+/- 1379 )",5680,"(+/- 1067 )",6463,"(+/- 1130 )",6056,"(+/- 1263 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",433602,"(+/- 5309 )",500069,"(+/- 2530 )",436109,"(+/- 3132 )",419100,"(+/- 3904 )",446519,"(+/- 4388 )",423796,"(+/- 2979 )",418671,"(+/- 3345 )",445633,"(+/- 2913 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",44652,"(+/- 3879 )",39022,"(+/- 3683 )",42603,"(+/- 2995 )",53810,"(+/- 4086 )",38454,"(+/- 3121 )",43190,"(+/- 3375 )",48405,"(+/- 3068 )",46900,"(+/- 3873 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",121100,"(+/- 3278 )",123972,"(+/- 1580 )",133402,"(+/- 1651 )",89426,"(+/- 2689 )",136720,"(+/- 2884 )",138954,"(+/- 1358 )",155720,"(+/- 1722 )",132854,"(+/- 1129 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",33981,"(+/- 2838 )",31651,"(+/- 2438 )",36154,"(+/- 1978 )",26760,"(+/- 2450 )",35679,"(+/- 2352 )",36803,"(+/- 2026 )",43851,"(+/- 2040 )",39090,"(+/- 2133 )"
People,"Residence 1 Year Ago","Population 1 year and over",715728,"(+/- 5578 )",785921,"(+/- 2616 )",725517,"(+/- 3930 )",677616,"(+/- 3925 )",735573,"(+/- 5043 )",719631,"(+/- 2944 )",732935,"(+/- 4276 )",746033,"(+/- 2090 )"
People,"Residence 1 Year Ago","Same house",630253,"(+/- 9170 )",662284,"(+/- 8698 )",622899,"(+/- 6945 )",585875,"(+/- 6730 )",655749,"(+/- 7299 )",638636,"(+/- 6161 )",660908,"(+/- 6248 )",666793,"(+/- 6800 )"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)",85475,"(+/- 8175 )",123637,"(+/- 8623 )",102618,"(+/- 6917 )",91741,"(+/- 6094 )",79824,"(+/- 6200 )",80995,"(+/- 5395 )",72027,"(+/- 4734 )",79240,"(+/- 6459 )"
People,"Residence 1 Year Ago","Different house in the U.S.",84859,"(+/- 8153 )",118103,"(+/- 8543 )",101152,"(+/- 6814 )",90267,"(+/- 6051 )",78590,"(+/- 6183 )",80062,"(+/- 5340 )",71278,"(+/- 4760 )",77218,"(+/- 6503 )"
People,"Residence 1 Year Ago","Same county",47563,"(+/- 6431 )",66131,"(+/- 7426 )",45605,"(+/- 4454 )",64606,"(+/- 6196 )",38334,"(+/- 5408 )",41964,"(+/- 4881 )",34948,"(+/- 3387 )",42053,"(+/- 5290 )"
People,"Residence 1 Year Ago","Different county",37296,"(+/- 4735 )",51972,"(+/- 4421 )",55547,"(+/- 5695 )",25661,"(+/- 3091 )",40256,"(+/- 4369 )",38098,"(+/- 3889 )",36330,"(+/- 3930 )",35165,"(+/- 3391 )"
People,"Residence 1 Year Ago","Same state",19772,"(+/- 2997 )",26632,"(+/- 3709 )",36451,"(+/- 5123 )",12739,"(+/- 1835 )",30810,"(+/- 3527 )",29865,"(+/- 3320 )",19767,"(+/- 2676 )",21547,"(+/- 2669 )"
People,"Residence 1 Year Ago","Different state",17524,"(+/- 3306 )",25340,"(+/- 3640 )",19096,"(+/- 2917 )",12922,"(+/- 2593 )",9446,"(+/- 2211 )",8233,"(+/- 2041 )",16563,"(+/- 2448 )",13618,"(+/- 2265 )"
People,"Residence 1 Year Ago",Abroad,616,"(+/- 394 )",5534,"(+/- 1622 )",1466,"(+/- 614 )",1474,"(+/- 492 )",1234,"(+/- 651 )",933,"(+/- 465 )",749,"(+/- 298 )",2022,"(+/- 870 )"
Workers,"Employment Status","Population 16 years and over",584673,"(+/- 4972 )",648320,"(+/- 2403 )",597382,"(+/- 3355 )",530703,"(+/- 3804 )",607826,"(+/- 5075 )",595941,"(+/- 2511 )",601895,"(+/- 3309 )",606586,"(+/- 1700 )"
Workers,"Employment Status","In labor force",380395,"(+/- 6475 )",443864,"(+/- 5064 )",380130,"(+/- 5013 )",339663,"(+/- 5727 )",409212,"(+/- 5904 )",381201,"(+/- 4934 )",372368,"(+/- 4088 )",398358,"(+/- 5446 )"
Workers,"Employment Status","Civilian labor force",379915,"(+/- 6451 )",443116,"(+/- 5162 )",379200,"(+/- 5021 )",339098,"(+/- 5753 )",408903,"(+/- 5868 )",380788,"(+/- 4916 )",372056,"(+/- 4088 )",398108,"(+/- 5510 )"
Workers,"Employment Status",Employed,365057,"(+/- 6420 )",430738,"(+/- 5620 )",366561,"(+/- 5384 )",317433,"(+/- 6232 )",396381,"(+/- 5261 )",369762,"(+/- 4980 )",360095,"(+/- 4461 )",385109,"(+/- 5578 )"
Workers,"Employment Status",Unemployed,14858,"(+/- 2220 )",12378,"(+/- 1909 )",12639,"(+/- 1606 )",21665,"(+/- 2505 )",12522,"(+/- 2402 )",11026,"(+/- 1778 )",11961,"(+/- 1459 )",12999,"(+/- 2011 )"
Workers,"Employment Status","Armed Forces",480,"(+/- 387 )",748,"(+/- 655 )",930,"(+/- 211 )",565,"(+/- 402 )",309,"(+/- 250 )",413,"(+/- 371 )",312,"(+/- 176 )",250,"(+/- 249 )"
Workers,"Employment Status","Not in labor force",204278,"(+/- 5574 )",204456,"(+/- 5530 )",217252,"(+/- 4736 )",191040,"(+/- 5621 )",198614,"(+/- 5223 )",214740,"(+/- 4688 )",229527,"(+/- 4034 )",208228,"(+/- 5339 )"
Workers,"Employment Status","Civilian labor force",379915,"(+/- 6451 )",443116,"(+/- 5162 )",379200,"(+/- 5021 )",339098,"(+/- 5753 )",408903,"(+/- 5868 )",380788,"(+/- 4916 )",372056,"(+/- 4088 )",398108,"(+/- 5510 )"
Workers,"Employment Status","Unemployment Rate",3.9,"(+/- 0.6 )",2.8,"(+/- 0.4 )",3.3,"(+/- 0.4 )",6.4,"(+/- 0.7 )",3.1,"(+/- 0.6 )",2.9,"(+/- 0.5 )",3.2,"(+/- 0.4 )",3.3,"(+/- 0.5 )"
Workers,"Commuting to Work","Workers 16 years and over",359365,"(+/- 6352 )",427321,"(+/- 5576 )",360812,"(+/- 5571 )",311442,"(+/- 6114 )",390237,"(+/- 5475 )",363139,"(+/- 5003 )",353861,"(+/- 4662 )",379174,"(+/- 5740 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",278781,"(+/- 5310 )",280492,"(+/- 6218 )",273458,"(+/- 5765 )",203733,"(+/- 5864 )",290554,"(+/- 6198 )",281778,"(+/- 5880 )",264906,"(+/- 4972 )",286830,"(+/- 6200 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",25381,"(+/- 3019 )",22698,"(+/- 2696 )",25573,"(+/- 2293 )",23518,"(+/- 2676 )",21093,"(+/- 2113 )",21841,"(+/- 2456 )",28852,"(+/- 2463 )",24837,"(+/- 2526 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1341,"(+/- 693 )",5022,"(+/- 1191 )",1318,"(+/- 442 )",12062,"(+/- 1924 )",1522,"(+/- 648 )",1526,"(+/- 860 )",733,"(+/- 323 )",1782,"(+/- 1040 )"
Workers,"Commuting to Work",Walked,4480,"(+/- 1058 )",19288,"(+/- 2703 )",11102,"(+/- 1528 )",11183,"(+/- 1428 )",6512,"(+/- 1278 )",8500,"(+/- 1384 )",9209,"(+/- 1162 )",8505,"(+/- 1214 )"
Workers,"Commuting to Work","Other means",6465,"(+/- 1664 )",10907,"(+/- 1783 )",5883,"(+/- 1114 )",5627,"(+/- 1309 )",3928,"(+/- 1039 )",5467,"(+/- 1118 )",5422,"(+/- 1118 )",5947,"(+/- 1162 )"
Workers,"Commuting to Work","Worked from home",42917,"(+/- 3402 )",88914,"(+/- 4103 )",43478,"(+/- 2558 )",55319,"(+/- 3294 )",66628,"(+/- 4418 )",44027,"(+/- 3238 )",44739,"(+/- 2568 )",51273,"(+/- 3587 )"
